Date,Order Time,Order ID,Order Status,Customer ID,Customer Gender,Customer Age Group,City,Product Category,Product Name,Franchise/Theme,Size,Color,Quantity Ordered,Order Value (INR ?),Payment Method,Discount Applied (%),Coupon Used,Coupon Code,Delivery Partner,Delivery Time (Days),Return Request,Return Reason,Customer Rating (1-5),Review Sentiment,Inventory Status,Device Used,Traffic Source,New vs Returning Customer,Estimated Profit Margin (%)
05-10-2024,11:04:14,TSSOQBCVZ46,Returned,TSC5600844,Female,25-34,Mumbai,Joggers,One Piece Map Adventure Joggers,One Piece,XXL,Yellow,1,790,Credit Card,25,Yes,MARVEL15,Blue Dart,3,Yes,Size Issue,,,In Stock,Android App,Influencer Marketing,Returning,38.5
02-10-2024,11:17:47,TSSP5ABER3,Delivered,TSC2255631,Male,19-24,Kolkata,Mobile Covers,Marvel Avengers Phone Cover,Marvel,S,Black,1,800,COD,20,No,,Delhivery,3,No,,5,Positive,Out of Stock,iPhone App,Email Campaign,New,36.7
23-10-2024,14:37:34,TSS96INQ8U,Delivered,TSC9852903,Male,19-24,Other Tier-2/Tier-3 Cities,T-Shirts,PS5 DualSense Controller Tee,Gaming,L,Grey,1,560,Wallet,20,Yes,FIRST15,XpressBees,5,No,,5,Positive,Out of Stock,Website,Google Ads,New,37.2
28-10-2024,19:17:08,TSSFCKOUDWDV,Cancelled,TSC3340705,Female,13-18,Hyderabad,Dresses,Tokyo Ghoul Kaneki Mask Hoodie,Anime,L,Grey,1,670,UPI,10,Yes,SAVE20,Blue Dart,0,No,,,,Low Stock,Website,Facebook Ads,New,24
16-10-2024,14:02:18,TSSCEVKXHOS,Delivered,TSC9540257,Male,19-24,Bangalore,T-Shirts,Elden Ring Tarnished Tee,Gaming,L,Black,1,1000,Debit Card,0,No,,XpressBees,3,No,,2,Neutral,In Stock,iPhone App,Influencer Marketing,Returning,34.7
17-10-2024,15:06:54,TSSB7JZFWN8,Cancelled,TSC2077748,Male,19-24,Chennai,Shirts,Everyday Oxford Shirt,Solid Basics,XXL,Rust,2,1980,UPI,0,No,,XpressBees,0,No,,,,In Stock,Android App,Influencer Marketing,Returning,19.8
11-10-2024,14:09:06,TSS2M12F00G,Delivered,TSC8660508,Female,13-18,Mumbai,Shirts,Everyday Oxford Shirt,Solid Basics,L,Yellow,2,1480,UPI,15,No,,Delhivery,2,No,,4,Positive,Out of Stock,iPhone App,Instagram,Returning,25
08-10-2024,10:02:27,TSS1RY4UXO,Delivered,TSC8231312,Male,25-34,Hyderabad,Dresses,Sharingan Eye Oversized Drop,Naruto,S,Yellow,1,500,UPI,50,No,,Shadowfax,3,No,,4,Positive,In Stock,Android App,Organic Search,Returning,24.9
25-10-2024,12:11:06,TSSLZWEJAZ,Delivered,TSC1397214,Female,19-24,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,M,Forest Green,1,550,COD,0,No,,Blue Dart,5,No,,4,Positive,In Stock,iPhone App,Google Ads,New,36.9
28-10-2024,20:22:38,TSSC3K1F7P,Delivered,TSC6564655,Male,25-34,Other Tier-2/Tier-3 Cities,Jackets,Thor Lightning Strike Jacket,Marvel,M,Olive,1,850,Debit Card,15,No,,Delhivery,6,No,,3,Positive,In Stock,iPhone App,Influencer Marketing,Returning,35.2
10-10-2024,15:10:00,TSSCZQJMDWOY,Delivered,TSC8818638,Male,25-34,Other Tier-2/Tier-3 Cities,Dresses,Casual Zip Hoodie,Solid Basics,M,Olive,1,880,Credit Card,25,No,,Delhivery,6,No,,4,Positive,In Stock,iPhone App,Facebook Ads,New,26.4
09-10-2024,11:04:36,TSS2CYLBTAYT,Delivered,TSC2330441,Male,25-34,Bangalore,Jackets,TSS Varsity Jacket,Originals,M,Beige,1,1000,Credit Card,0,No,,Delhivery,3,Yes,Wrong Product Delivered,4,Positive,In Stock,Android App,Facebook Ads,New,25.6
08-10-2024,17:30:14,TSSXECL3D1S,Cancelled,TSC9124143,Female,35-44,Delhi,Backpacks,Street Ready Backpack,Originals,L,Navy,1,750,UPI,25,Yes,ANIME20,Delhivery,0,No,,,,Low Stock,iPhone App,Google Ads,New,28.6
03-10-2024,14:58:57,TSSCMR1MPY8G,Delivered,TSC7140255,Female,35-44,Other Tier-2/Tier-3 Cities,Mobile Covers,Anime Collage Phone Cover,Anime,S,Rust,1,800,UPI,20,No,,Shadowfax,5,No,,3,Neutral,In Stock,Android App,Instagram,New,34.5
09-10-2024,19:58:07,TSSUNHR20VQ3,Delivered,TSC3321406,Male,19-24,Chennai,T-Shirts,We Were On A Break Tee,Friends,L,Navy,2,920,Credit Card,10,Yes,WELCOME10,Delhivery,4,No,,3,Negative,Low Stock,Android App,Facebook Ads,New,38.4
02-10-2024,21:52:16,TSSXQX6XWQDM,Delivered,TSC1738362,Female,25-34,Jaipur,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,XL,Red,1,570,UPI,5,No,,XpressBees,6,No,,5,Positive,Out of Stock,Website,Organic Search,Returning,25.5
26-10-2024,09:09:07,TSSQFN0SP2S,Delivered,TSC9060613,Female,19-24,Bangalore,Accessories,One Piece Straw Hat Cap,One Piece,L,Navy,1,230,UPI,0,No,,Delhivery,2,No,,4,Positive,Low Stock,Android App,Instagram,New,33.6
08-10-2024,10:47:44,TSSOSFRKR829,Delivered,TSC4344040,Male,25-34,Kolkata,Oversized T-Shirts,How You Doin' Oversized Tee,Friends,L,Yellow,1,600,UPI,40,Yes,ANIME20,XpressBees,2,No,,4,Positive,In Stock,Android App,Instagram,New,28.2
22-10-2024,17:58:08,TSSQWIFUMZ9,Delivered,TSC4630790,Male,25-34,Other Tier-2/Tier-3 Cities,Shirts,Monochrome Wave Shirt,Minimal Collection,XXL,Navy,4,3200,UPI,20,Yes,MARVEL15,Blue Dart,8,No,,5,Positive,In Stock,Android App,Email Campaign,New,26.8
17-10-2024,09:30:55,TSS5A47NZXKF,Delivered,TSC7543971,Female,25-34,Mumbai,Shirts,Monochrome Wave Shirt,Minimal Collection,L,Black,2,1240,Debit Card,5,Yes,NEWUSER15,Delhivery,2,No,,5,Positive,Out of Stock,Android App,Google Ads,New,18.6
27-10-2024,09:12:15,TSSQBA7L93,Delivered,TSC6963861,Male,35-44,Other Tier-2/Tier-3 Cities,Hoodies,Gotham City Hoodie,Batman,L,Beige,1,1280,UPI,20,Yes,COMEBACK10,XpressBees,7,No,,4,Neutral,In Stock,Android App,Facebook Ads,Returning,40.8
31-10-2024,16:27:32,TSSV9DBO682F,Delivered,TSC2525835,Male,25-34,Delhi,Shirts,Monochrome Wave Shirt,Minimal Collection,XS,Red,1,950,Wallet,5,Yes,DIWALI30,Blue Dart,3,No,,4,Positive,In Stock,Android App,Instagram,New,18.3
12-10-2024,16:39:50,TSS3RMDB036,Delivered,TSC8411168,Male,25-34,Bangalore,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,L,White,1,750,COD,25,No,,Blue Dart,4,No,,5,Positive,Low Stock,Website,Organic Search,New,35.9
04-10-2024,23:36:28,TSS2FYRQYI9D,In Transit,TSC1382697,Male,45+,Other Tier-2/Tier-3 Cities,T-Shirts,Hawkins Lab Vintage Tee,Stranger Things,M,Charcoal,2,840,UPI,40,Yes,ANIME20,Ekart,6,No,,,,In Stock,iPhone App,Influencer Marketing,New,32.1
25-10-2024,14:29:58,TSS3A600XSQ,In Transit,TSC0672057,Male,25-34,Jaipur,T-Shirts,Hawkins Lab Vintage Tee,Stranger Things,XS,Yellow,1,350,UPI,20,No,,Delhivery,3,No,,,,Low Stock,iPhone App,Google Ads,Returning,40.2
01-10-2024,16:21:52,TSSJTHSQ697,In Transit,TSC9082549,Female,19-24,Delhi,Oversized T-Shirts,Originals Box Fit Drop,Originals,M,Rust,1,610,COD,15,No,,Delhivery,3,No,,,,In Stock,Android App,Instagram,Returning,38.9
07-10-2024,13:30:26,TSS6PPE8K68,Delivered,TSC8581369,Other,25-34,Ahmedabad,Jackets,TSS Varsity Jacket,Originals,M,Olive,1,750,Credit Card,25,No,,Shadowfax,5,No,,4,Positive,In Stock,Website,Influencer Marketing,New,30.8
03-10-2024,08:22:57,TSSW2TDF7XD,In Transit,TSC0707145,Male,25-34,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Gryffindor Crest Oversized Tee,Harry Potter,XL,Yellow,2,920,Wallet,25,Yes,NEWUSER15,XpressBees,5,No,,,,Low Stock,Android App,Influencer Marketing,New,34.5
29-10-2024,09:18:20,TSSHO3VFHG0L,Returned,TSC3043783,Female,25-34,Chennai,Shirts,Monochrome Wave Shirt,Minimal Collection,XS,Yellow,1,550,Credit Card,15,Yes,MARVEL15,Shadowfax,2,Yes,Changed Mind,,,Low Stock,Android App,Influencer Marketing,New,18.7
01-10-2024,17:01:47,TSSPD02I0GBP,Delivered,TSC7189298,Male,25-34,Chandigarh,Dresses,Akatsuki Cloud Hoodie,Naruto,M,Maroon,1,890,Net Banking,0,No,,Blue Dart,4,No,,2,Negative,Low Stock,Android App,Instagram,New,27.7
15-10-2024,12:55:01,TSS45KCDQMHJ,Delivered,TSC2399141,Other,19-24,Bangalore,Mobile Covers,Anime Collage Phone Cover,Anime,M,Red,1,200,Credit Card,15,No,,XpressBees,2,No,,5,Positive,In Stock,Android App,Instagram,Returning,43
13-10-2024,16:45:48,TSSY5YIZT2,Refunded,TSC2011640,Female,25-34,Other Tier-2/Tier-3 Cities,T-Shirts,Hawkins Lab Vintage Tee,Stranger Things,M,Grey,1,410,Wallet,20,No,,Ekart,0,Yes,Size Issue,,,In Stock,iPhone App,Influencer Marketing,New,22.1
21-10-2024,14:18:13,TSSHFPCYW7K0,Delivered,TSC9464798,Female,19-24,Other Tier-2/Tier-3 Cities,Joggers,Sunday Mood Joggers,Minimal Collection,S,Yellow,1,1030,Credit Card,0,No,,Ekart,5,No,,5,Positive,In Stock,iPhone App,Direct Traffic,New,28.3
09-10-2024,09:22:20,TSS0KS3UM7,Delivered,TSC1005442,Female,25-34,Mumbai,Oversized T-Shirts,Straw Hat Crew Oversized Tee,One Piece,XL,Sky Blue,2,1700,UPI,15,No,,Delhivery,3,No,,1,Neutral,Low Stock,Website,Facebook Ads,Returning,40.2
29-10-2024,22:31:48,TSSO9V4R4C,Delivered,TSC4290500,Male,35-44,Other Tier-2/Tier-3 Cities,Joggers,Core Fleece Joggers,Solid Basics,XL,Rust,1,700,Credit Card,5,Yes,MARVEL15,Delhivery,4,No,,4,Positive,In Stock,iPhone App,Email Campaign,New,35.5
24-10-2024,21:55:26,TSSK4UEJ79,Cancelled,TSC7752584,Male,25-34,Mumbai,Oversized T-Shirts,Superman S-Shield Oversized Tee,DC,M,Olive,4,2160,Wallet,0,No,,XpressBees,0,No,,,,In Stock,iPhone App,Influencer Marketing,New,26.7
13-10-2024,16:25:14,TSSL5YH0LCM,Delivered,TSC2186062,Male,25-34,Other Tier-2/Tier-3 Cities,Backpacks,TSS Campus Backpack,Originals,XL,Black,4,4440,UPI,15,Yes,COMEBACK10,Delhivery,5,No,,3,Negative,In Stock,Android App,Instagram,New,20.7
11-10-2024,09:46:21,TSS93G22RMG7,Delivered,TSC3523653,Female,19-24,Delhi,Shirts,Everyday Oxford Shirt,Solid Basics,M,Navy,1,750,UPI,25,Yes,SAVE20,Ekart,2,No,,5,Positive,Low Stock,Android App,Facebook Ads,New,40.1
27-10-2024,17:08:02,TSSEW73O8SJ,Delivered,TSC0957875,Female,25-34,Delhi,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,L,Lavender,1,1000,UPI,0,No,,Delhivery,3,No,,4,Positive,Low Stock,Android App,Google Ads,New,54.9
25-10-2024,13:32:28,TSSIB92UF8,Delivered,TSC5254111,Female,25-34,Bangalore,Jackets,TSS Varsity Jacket,Originals,XL,Grey,2,1700,COD,15,Yes,COMEBACK10,Shadowfax,5,No,,5,Positive,Out of Stock,Android App,Facebook Ads,New,39.4
12-10-2024,13:30:35,TSSEAY2RF9K,Delivered,TSC8614685,Male,35-44,Hyderabad,Shorts,Weekend Shorts,Solid Basics,L,Yellow,1,800,Debit Card,20,Yes,NEWUSER15,Delhivery,2,No,,4,Positive,In Stock,iPhone App,Instagram,Returning,25.2
11-10-2024,20:19:44,TSSNZGRXU3Q,In Transit,TSC7650348,Male,19-24,Ahmedabad,Shirts,Monochrome Wave Shirt,Minimal Collection,M,Yellow,1,900,UPI,10,Yes,COMEBACK10,Delhivery,5,No,,,,Low Stock,Android App,Instagram,Returning,26.7
02-10-2024,17:53:34,TSSXPN2BVJD,Delivered,TSC2039074,Male,19-24,Delhi,Oversized T-Shirts,Originals Box Fit Drop,Originals,L,White,1,900,UPI,10,Yes,ANIME20,XpressBees,4,No,,4,Positive,Low Stock,Android App,Google Ads,New,24.2
04-10-2024,17:51:53,TSSQ6JPCI1F,Returned,TSC6383104,Male,19-24,Pune,Backpacks,Street Ready Backpack,Originals,M,Rust,1,850,Debit Card,15,Yes,DIWALI30,Blue Dart,5,Yes,Quality Not as Expected,,,Low Stock,Android App,Influencer Marketing,New,29.6
03-10-2024,19:41:52,TSSDYG4XJWV,Delivered,TSC2042558,Female,25-34,Delhi,Joggers,Sunday Mood Joggers,Minimal Collection,L,Yellow,2,1200,Debit Card,40,Yes,FEST25,Shadowfax,2,No,,5,Positive,Out of Stock,Android App,Google Ads,Returning,31.4
02-10-2024,16:16:55,TSSI9Z9QFG1,Delivered,TSC8284598,Male,25-34,Pune,Hoodies,The Flash Scarlet Speedster Hoodie,DC,XL,Black,1,950,COD,5,No,,Shadowfax,4,Yes,Quality Not as Expected,3,Neutral,Low Stock,Android App,Influencer Marketing,New,34
05-10-2024,21:49:28,TSSFWE0JEC,Delivered,TSC6131003,Female,45+,Mumbai,T-Shirts,Platform 9¾ Graphic Tee,Harry Potter,S,Maroon,1,480,COD,25,Yes,SAVE20,Shadowfax,3,No,,5,Positive,In Stock,Android App,Facebook Ads,Returning,37.3
28-10-2024,22:35:30,TSS5LT78D1QA,Delivered,TSC9049384,Male,45+,Pune,Oversized T-Shirts,Originals Box Fit Drop,Originals,M,Navy,2,880,UPI,30,Yes,NEWUSER15,XpressBees,2,No,,2,Negative,Low Stock,Android App,Instagram,New,41.9
26-10-2024,23:32:22,TSSFTQ5RLBC,In Transit,TSC5567763,Male,19-24,Hyderabad,T-Shirts,Demon Slayer Tanjiro Flame Tee,Anime,M,White,1,700,Wallet,30,Yes,DIWALI30,Ekart,3,Yes,Defective Product,,,In Stock,Android App,Facebook Ads,New,24.8
28-10-2024,10:18:58,TSSFDPBWQWHE,Refunded,TSC4052745,Female,19-24,Bangalore,Mobile Covers,Anime Collage Phone Cover,Anime,S,Rust,1,250,UPI,0,No,,Delhivery,0,Yes,Changed Mind,,,In Stock,Android App,Influencer Marketing,Returning,46.2
20-10-2024,13:03:20,TSS9O1349D,Delivered,TSC1239055,Male,19-24,Hyderabad,Oversized T-Shirts,How You Doin' Oversized Tee,Friends,S,Olive,2,900,Credit Card,10,No,,Delhivery,2,No,,2,Neutral,Out of Stock,Android App,Organic Search,Returning,23.3
20-10-2024,17:51:29,TSSBVHDRTSD,Cancelled,TSC8394656,Male,25-34,Hyderabad,Accessories,One Piece Straw Hat Cap,One Piece,M,Grey,1,850,Wallet,15,Yes,SAVE20,Delhivery,0,No,,,,In Stock,Android App,Instagram,New,45.1
05-10-2024,12:51:40,TSSDMBB38GV,Delivered,TSC9004430,Female,19-24,Delhi,Shorts,Weekend Shorts,Solid Basics,M,Navy,3,2700,COD,10,No,,XpressBees,2,No,,4,Positive,In Stock,iPhone App,Influencer Marketing,New,34.7
22-10-2024,14:10:13,TSSTM3IGCHCH,Delivered,TSC9683194,Male,19-24,Mumbai,Hoodies,Akatsuki Cloud Hoodie,Naruto,S,Charcoal,1,1000,COD,0,No,,Ekart,3,No,,5,Positive,In Stock,Android App,Email Campaign,Returning,40.1
09-10-2024,08:31:47,TSSX8O8U505Z,Delivered,TSC0073891,Female,19-24,Kolkata,Mobile Covers,Anime Collage Phone Cover,Anime,XXL,Forest Green,1,500,COD,50,Yes,FEST25,Blue Dart,3,No,,5,Positive,Out of Stock,Website,Instagram,New,45
16-10-2024,21:48:30,TSS94R9MTIYY,Cancelled,TSC5412875,Female,45+,Bangalore,Shorts,Weekend Shorts,Solid Basics,M,Black,1,850,UPI,15,No,,Delhivery,0,No,,,,In Stock,Android App,Email Campaign,Returning,23.1
30-10-2024,13:50:18,TSS9KUC3U7,Delivered,TSC3850545,Female,25-34,Delhi,Dresses,Core Fleece Joggers,Solid Basics,M,Navy,1,900,Debit Card,10,No,,Ekart,2,No,,4,Positive,In Stock,Android App,Instagram,Returning,31.6
29-10-2024,14:38:13,TSS9W3Y31F,Delivered,TSC5700846,Female,35-44,Bangalore,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,M,Lavender,1,600,UPI,30,Yes,NEWUSER15,Delhivery,2,No,,5,Positive,In Stock,Website,Instagram,Returning,34.8
07-10-2024,18:18:09,TSSCGFDY1E5Y,Delivered,TSC9708377,Male,19-24,Other Tier-2/Tier-3 Cities,T-Shirts,Hogwarts Alumni Tee,Harry Potter,M,Red,1,540,Net Banking,20,Yes,FEST25,XpressBees,4,No,,5,Positive,In Stock,Android App,Instagram,New,38.6
24-10-2024,17:02:48,TSS0SU2G9EG,Cancelled,TSC4853673,Male,25-34,Other Tier-2/Tier-3 Cities,Accessories,TSS Gym Socks 3-Pack,Solid Basics,M,Off White,1,550,Debit Card,5,No,,Delhivery,0,Yes,Quality Not as Expected,,,In Stock,Website,Google Ads,New,45.5
04-10-2024,07:59:07,TSSMXRQDNDO,Delivered,TSC3367181,Female,25-34,Bangalore,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,S,Yellow,4,4000,Debit Card,0,No,,XpressBees,4,No,,4,Positive,In Stock,Android App,Influencer Marketing,Returning,41.2
02-10-2024,11:43:30,TSSG4WI3VA3,Delivered,TSC6458922,Male,25-34,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Superman S-Shield Oversized Tee,DC,M,Beige,1,580,Credit Card,10,Yes,MARVEL15,Shadowfax,6,No,,3,Negative,Low Stock,Website,Organic Search,New,30.3
02-10-2024,13:59:23,TSSLTOG1EPNY,Returned,TSC8900759,Male,19-24,Pune,Hoodies,Cloud Nine Hoodie,Minimal Collection,L,Forest Green,1,1470,UPI,0,No,,Ekart,3,Yes,Size Issue,,,Low Stock,iPhone App,Instagram,Returning,35.1
06-10-2024,22:43:42,TSSUEL2DMU,Delivered,TSC1741093,Male,19-24,Other Tier-2/Tier-3 Cities,Hoodies,Cloud Nine Hoodie,Minimal Collection,L,Black,1,830,Wallet,20,No,,Ekart,5,No,,4,Positive,Out of Stock,Android App,Email Campaign,New,36.4
22-10-2024,15:18:52,TSSQKTE0VG7,Delivered,TSC0948595,Female,19-24,Mumbai,Shorts,Weekend Shorts,Solid Basics,M,Grey,1,800,Debit Card,20,Yes,MARVEL15,Shadowfax,3,Yes,Size Issue,4,Positive,In Stock,Android App,Facebook Ads,New,20
12-10-2024,21:45:50,TSSKDIOKEE,Delivered,TSC7836894,Male,45+,Mumbai,Jackets,TSS Varsity Jacket,Originals,XL,Beige,1,850,COD,15,Yes,DIWALI30,Ekart,1,No,,4,Neutral,In Stock,Android App,Instagram,New,24.9
01-10-2024,10:56:33,TSSHSZJ4LLJR,Returned,TSC2118191,Male,35-44,Other Tier-2/Tier-3 Cities,Mobile Covers,Marvel Avengers Phone Cover,Marvel,L,Charcoal,1,210,Net Banking,20,No,,XpressBees,3,Yes,Size Issue,,,In Stock,Website,Instagram,New,54.2
31-10-2024,19:29:33,TSS3694AK0R,Delivered,TSC9395276,Male,35-44,Hyderabad,Shirts,Monochrome Wave Shirt,Minimal Collection,XL,Yellow,1,750,Credit Card,15,No,,XpressBees,2,No,,4,Positive,In Stock,Website,Instagram,New,35.9
17-10-2024,19:49:17,TSSTSKHILN,Cancelled,TSC7767822,Male,19-24,Jaipur,Jackets,TSS Varsity Jacket,Originals,XS,Navy,2,3620,UPI,0,No,,Shadowfax,0,Yes,Size Issue,,,In Stock,Android App,Facebook Ads,New,37.4
12-10-2024,15:35:25,TSSZYCH7D40K,Delivered,TSC9011070,Male,35-44,Other Tier-2/Tier-3 Cities,Hoodies,Stitch Experiment 626 Hoodie,Disney,M,Black,1,600,UPI,40,Yes,COMEBACK10,Delhivery,7,No,,5,Positive,In Stock,iPhone App,Instagram,New,20.1
16-10-2024,19:18:48,TSS4BHV7W4AN,Delivered,TSC3074334,Female,19-24,Bangalore,Hoodies,Spider-Man Web Slinger Hoodie,Marvel,XXL,White,1,850,UPI,15,Yes,TSSFLASH,XpressBees,2,No,,5,Neutral,In Stock,iPhone App,Facebook Ads,New,20.9
16-10-2024,15:55:34,TSS2THQOISA,Cancelled,TSC7961969,Female,19-24,Bangalore,Shirts,Everyday Oxford Shirt,Solid Basics,XXL,White,1,580,Credit Card,15,Yes,FEST25,Delhivery,0,No,,,,In Stock,Website,Facebook Ads,New,34.4
14-10-2024,15:18:44,TSSS3WISLS1,Delivered,TSC5052146,Male,25-34,Delhi,Hoodies,Friends Couch Crew Hoodie,Friends,L,Black,1,900,UPI,10,No,,Blue Dart,4,No,,4,Positive,In Stock,Android App,Influencer Marketing,Returning,37.6
19-10-2024,12:37:38,TSS3PD785F,Delivered,TSC6719938,Male,19-24,Chandigarh,Jackets,Thor Lightning Strike Jacket,Marvel,L,White,1,1520,UPI,0,No,,Delhivery,4,No,,1,Negative,Low Stock,Website,Organic Search,Returning,34.7
29-10-2024,10:09:51,TSS1RSSADOC,Delivered,TSC0968656,Male,45+,Other Tier-2/Tier-3 Cities,T-Shirts,Black Panther Wakanda Tee,Marvel,M,Off White,1,430,UPI,10,No,,XpressBees,7,No,,5,Positive,Low Stock,Website,Instagram,New,19.3
10-10-2024,09:33:33,TSSE50QXYLS,Cancelled,TSC7552834,Male,45+,Kolkata,Accessories,TSS Street Cap,Originals,S,Grey,1,800,Credit Card,20,Yes,ANIME20,Delhivery,0,No,,,,In Stock,Android App,Direct Traffic,New,46.3
15-10-2024,00:43:24,TSSDJZR0Z7X,Delivered,TSC9988482,Male,19-24,Chennai,Backpacks,TSS Campus Backpack,Originals,M,Navy,1,900,Credit Card,10,No,,Delhivery,1,No,,4,Positive,Low Stock,iPhone App,Organic Search,New,24
01-10-2024,17:18:17,TSSWD0OT7M,Returned,TSC6310465,Male,45+,Other Tier-2/Tier-3 Cities,Hoodies,Demogorgon Graphic Hoodie,Stranger Things,M,Off White,1,1000,UPI,0,No,,Blue Dart,4,Yes,Changed Mind,,,In Stock,Android App,Instagram,New,36.6
28-10-2024,10:33:58,TSSG1KW3EE,Cancelled,TSC6922904,Other,25-34,Delhi,Backpacks,TSS Campus Backpack,Originals,XS,Navy,2,2600,UPI,15,Yes,TSSFLASH,Delhivery,0,No,,,,In Stock,iPhone App,Influencer Marketing,Returning,29.5
10-10-2024,17:07:35,TSS9EAFE9A6,Delivered,TSC8611040,Male,25-34,Mumbai,Oversized T-Shirts,Originals Box Fit Drop,Originals,S,White,1,490,UPI,30,Yes,NEWUSER15,XpressBees,2,No,,4,Positive,In Stock,Android App,Google Ads,Returning,22.6
09-10-2024,23:22:41,TSSSIGPO9N,Delivered,TSC1870778,Male,35-44,Other Tier-2/Tier-3 Cities,Sneakers,Heritage Sneaker Low Top,Originals,S,White,1,1770,Wallet,5,Yes,MARVEL15,XpressBees,4,No,,5,Positive,Out of Stock,Android App,Organic Search,New,34.5
31-10-2024,13:18:02,TSSP1O0GRP2,Cancelled,TSC5482939,Female,35-44,Delhi,Hoodies,Cloud Nine Hoodie,Minimal Collection,M,Red,1,850,Wallet,15,No,,XpressBees,0,No,,,,In Stock,Android App,Google Ads,New,19.5
19-10-2024,20:17:14,TSS529WJX2,Delivered,TSC8872863,Female,19-24,Jaipur,Sneakers,Heritage Sneaker Low Top,Originals,M,Beige,1,850,Debit Card,15,Yes,FIRST15,XpressBees,4,No,,4,Positive,Low Stock,iPhone App,Google Ads,New,34.6
05-10-2024,22:22:40,TSSKK7VBEE,Delivered,TSC5015100,Female,35-44,Jaipur,Shirts,Monochrome Wave Shirt,Minimal Collection,XXL,Black,2,1600,COD,20,No,,Ekart,8,No,,5,Neutral,In Stock,iPhone App,Influencer Marketing,New,26.3
08-10-2024,18:28:06,TSS1XAVEJ8D,Delivered,TSC4030153,Male,35-44,Bangalore,Jackets,Thor Lightning Strike Jacket,Marvel,XXL,Sky Blue,1,700,UPI,30,Yes,ANIME20,Ekart,2,Yes,Late Delivery,5,Positive,Low Stock,Android App,Organic Search,Returning,22.3
11-10-2024,14:34:01,TSSLOICHYCSH,In Transit,TSC5755636,Female,19-24,Bangalore,T-Shirts,Hawkins Lab Vintage Tee,Stranger Things,XXL,Red,1,350,Net Banking,30,Yes,WELCOME10,Delhivery,1,No,,,,In Stock,Android App,Instagram,New,27.1
31-10-2024,21:03:39,TSSLZQTVM4,Refunded,TSC0475064,Female,45+,Pune,Sneakers,Heritage Sneaker Low Top,Originals,M,Black,1,1060,UPI,40,Yes,COMEBACK10,XpressBees,0,Yes,Quality Not as Expected,,,In Stock,Android App,Instagram,New,20.6
13-10-2024,16:10:53,TSSUZTIPHZ,Delivered,TSC8841434,Female,19-24,Hyderabad,Sneakers,Heritage Sneaker Low Top,Originals,L,Grey,1,750,COD,25,Yes,FIRST15,Shadowfax,4,No,,5,Positive,Low Stock,Android App,Influencer Marketing,Returning,32.3
07-10-2024,19:42:35,TSS9PH4YYL,Delivered,TSC0256018,Male,35-44,Mumbai,Oversized T-Shirts,Gryffindor Crest Oversized Tee,Harry Potter,XL,Beige,1,460,Credit Card,25,No,,XpressBees,5,No,,4,Positive,In Stock,Android App,Google Ads,New,31.6
18-10-2024,17:18:40,TSSA9EYMDR,Delivered,TSC4643379,Male,25-34,Mumbai,Shorts,Weekend Shorts,Solid Basics,XS,Beige,1,700,COD,30,No,,Shadowfax,2,No,,4,Neutral,In Stock,iPhone App,Google Ads,Returning,22.4
12-10-2024,12:48:34,TSSKEUY629,Cancelled,TSC2407898,Female,13-18,Other Tier-2/Tier-3 Cities,T-Shirts,Hawkins Lab Vintage Tee,Stranger Things,S,Beige,2,1600,Credit Card,20,No,,Ekart,0,Yes,Changed Mind,,,In Stock,iPhone App,Instagram,Returning,30.8
03-10-2024,21:29:41,TSS1HTEDZXTP,Delivered,TSC6896972,Female,19-24,Other Tier-2/Tier-3 Cities,Joggers,One Piece Map Adventure Joggers,One Piece,XL,Black,1,660,Wallet,20,No,,Delhivery,4,No,,5,Positive,In Stock,iPhone App,Instagram,New,26.8
28-10-2024,10:36:57,TSSOKANUUEA0,Cancelled,TSC4940155,Female,19-24,Chennai,Oversized T-Shirts,Sharingan Eye Oversized Drop,Naruto,L,Charcoal,1,640,COD,10,No,,XpressBees,0,No,,,,Low Stock,Website,Influencer Marketing,Returning,22.8
01-10-2024,16:37:59,TSSQLPCL0GJ,Delivered,TSC2789706,Female,35-44,Pune,Backpacks,TSS Campus Backpack,Originals,S,Yellow,1,1350,UPI,5,Yes,WELCOME10,Blue Dart,4,No,,3,Negative,In Stock,iPhone App,Facebook Ads,Returning,31.3
29-10-2024,19:18:06,TSS4D1M23I,Delivered,TSC2294466,Female,19-24,Other Tier-2/Tier-3 Cities,Backpacks,Street Ready Backpack,Originals,S,Navy,1,1000,Credit Card,15,No,,XpressBees,6,No,,5,Positive,In Stock,Android App,Instagram,New,34.7
26-10-2024,11:06:19,TSSVSSMOZI,Refunded,TSC1994450,Female,19-24,Pune,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,XL,Olive,2,1500,UPI,25,No,,XpressBees,0,Yes,Quality Not as Expected,,,In Stock,iPhone App,Instagram,New,36.3
